id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
722,6.6,2.3,3.7,0.3,Arceuthobium cyanocarpum (A. Nelson ex Rydb.) A. Nelson
723,7.1,2.1,4.1,1.6,Caloplaca rubelliana (Ach.) Lojka
724,5.9,2.8,4.5,1.9,Mertensia paniculata (Aiton) G. Don
725,6.3,2.3,5.9,1.0,Primula eximia Greene
726,7.5,2.9,5.2,2.2,Chorisiva Rydb.
727,5.7,4.2,2.0,0.9,Atriplex sibirica L.
728,7.5,2.7,4.2,2.0,Juglans ×bixbyi Rehder
729,4.3,4.2,4.4,1.3,Leptogium lichenoides (L.) Zahlbr.
730,4.0,4.2,4.8,1.2,Abies veitchii Lindl.
731,7.3,2.4,6.8,1.1,Fulgensia bracteata (Hoffm.) Rasanen
732,5.7,4.4,6.8,0.6,Eriogonum pharnaceoides Torr. var. pharnaceoides
733,7.9,2.6,5.6,0.1,Carex livida (Wahlenb.) Willd. var. radicaulis Paine
734,6.1,3.4,2.6,1.6,Selaginella watsonii Underw.
735,5.8,2.0,6.0,1.5,Frangula purshiana (DC.) A. Gray ssp. annonifolia (Greene) Sawyer & S.W. Edwards
736,7.5,4.2,4.7,0.6,Anthoxanthum odoratum L. ssp. odoratum
737,7.2,2.1,2.1,2.1,Imperata brevifolia Vasey
738,4.7,3.9,3.9,2.1,Trichodon cylindricus (Hedw.) Schimp. var. oblongus (Lindb.) Podp.
739,4.2,3.5,3.7,1.7,Lupinus croceus Eastw.
740,4.6,2.4,5.7,1.5,Hexastylis heterophylla (Ashe) Small
741,5.4,2.8,4.2,0.4,Ivesia campestris (M.E. Jones) Rydb.
742,7.4,3.1,4.2,0.8,Doodia R. Br.
743,4.3,2.6,6.8,2.0,Caulostramina jaegeri (Rollins) Rollins
744,7.6,2.9,2.4,1.9,Lythrum ovalifolium Koehne
745,7.2,2.4,4.1,2.4,Pertusaria albescens (Huds.) M. Choisy & Werner
746,7.0,2.4,2.5,0.5,Phacelia purshii Buckley
747,4.6,3.7,2.1,1.5,Triphasia Lour.
748,6.6,2.1,1.0,2.3,Linanthus Benth.
749,5.9,3.7,6.5,2.0,Chamaemelum mixtum (L.) All.
750,6.4,4.2,5.6,1.9,Peucedanum palustre (L.) Moench
751,7.5,3.8,4.4,0.8,Mimosa pudica L.
752,5.3,2.6,6.5,1.7,Phacelia ramosissima Douglas ex Lehm.
753,5.8,4.0,3.4,2.3,Lupinus arizonicus (S. Watson) S. Watson ssp. arizonicus var. arizonicus
754,6.1,2.9,2.7,1.3,Carex laxiculmis Schwein. var. copulata (L.H. Bailey) Fernald
755,7.8,2.2,2.7,1.0,Penstemon montanus Greene var. montanus
756,5.8,2.3,4.1,0.6,Grimmia unicolor Hook.
757,7.6,3.4,2.3,0.4,Streptanthus brachiatus F.W. Hoffm. ssp. brachiatus
758,7.3,2.1,5.6,1.0,Carex stipata Muhl. ex Willd. var. stipata
759,7.5,4.3,2.9,1.5,Erigeron goodrichii S.L. Welsh
760,4.5,4.3,6.5,2.0,Ledum palustre L. ssp. decumbens (Aiton) Hultén
761,6.6,4.0,2.4,1.4,Syzygium jambos (L.) Alston
762,4.3,2.6,6.3,0.5,Blechnum fragile (Liebm.) Morton & Lellinger
763,4.1,2.4,6.3,0.5,Didymodon rigidulus Hedw. var. rigidulus
764,4.3,2.7,2.9,0.4,Lathyrus eucosmus Butters & H. St. John
765,4.1,3.0,3.2,1.9,Lupinus sparsiflorus Benth. ssp. pondii (Greene) Dziekanowski & D. Dunn
766,7.5,2.2,5.7,1.6,Ilex opaca Aiton var. opaca
767,7.0,2.0,4.7,2.0,Astragalus hamiltonii Ced. Porter
768,4.5,3.5,4.5,0.9,Sedum annuum L.
769,4.1,2.1,2.1,1.0,Physcia stellaris (L.) Nyl.
770,4.4,3.9,3.0,0.9,Venturiella sinensis (Vent.) Müll. Hal. var. angustiannulata Griffin & Sharp ex Griffin
771,4.3,3.8,1.8,1.5,Graphis subparilis Nyl.
772,4.9,3.5,5.1,1.2,Sisyrinchium sagittiferum E.P. Bicknell
773,5.9,3.3,4.9,0.2,Cryptantha albida (Kunth) I.M. Johnst.
774,4.5,4.1,1.4,2.4,Monarda fistulosa L. ssp. fistulosa var. mollis (L.) Benth.
775,6.6,4.0,2.6,1.6,Navarretia leptalea (A. Gray) L.A. Johnson ssp. bicolor (H. Mason & A.D. Grant) L.A. Johnson
776,5.7,3.6,4.7,1.3,Polycarpaea Lam.
777,4.6,2.5,4.7,1.2,Cylindropuntia ×deserta (Griffiths) Pinkava (pro sp.)
778,5.0,3.0,1.8,1.1,Chamaesyce abramsiana (L.C. Wheeler) Koutnik
779,5.6,3.5,1.9,0.7,Aristida suringarii Henr.
780,6.0,2.3,2.9,1.5,Sairocarpus elmeri (Rothm.) D.A. Sutton
781,7.1,4.1,1.8,1.5,Lythrum tribracteatum Salzm. ex Spreng.
782,4.2,4.1,4.7,0.3,Bruchia Schwägr.
783,4.5,2.2,5.2,0.3,Bulnesia sarmienti Lorentz ex Griseb.
784,5.0,2.0,1.8,2.2,Candelariella citrina de Lesd.
785,7.0,2.2,6.1,2.2,Avena maroccana Gand.
786,5.4,3.3,4.9,0.9,Polycarpon tetraphyllum (L.) L. ssp. tetraphyllum
787,7.3,2.1,4.5,1.4,Poa cusickii Vasey ssp. purpurascens (Vasey) Soreng
788,5.2,4.2,5.6,2.4,Callisia rosea (Vent.) D.R. Hunt
789,4.7,3.5,1.5,0.5,Narcissus L.
790,6.7,2.5,6.5,1.6,Catolechia wahlenbergii (Ach.) Körb.
791,7.0,2.2,2.5,2.1,Harmonia doris-nilesiae (T.W. Nelson & J.P. Nelson) B.G. Baldw.
792,5.3,4.0,2.6,1.9,Artemisia pontica L.
793,4.5,3.4,3.0,1.2,Strigula viridiseda (Nyl.) R.C. Harris
794,7.7,2.8,6.4,1.1,Scleria scindens Nees ex Kunth
795,7.7,2.2,1.4,0.2,Spiranthes lacera (Raf.) Raf.
796,4.2,4.1,5.7,2.0,Robinia hispida L. var. rosea Pursh
797,5.8,3.7,1.1,1.8,Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. caroliniensis var. caroliniensis
798,5.1,2.2,3.2,2.1,Curculigo scorzonerifolia (Lam.) Baker
799,7.7,2.9,1.3,0.6,Dalea mollis Benth.
800,5.3,3.5,1.5,0.5,Astragalus hyalinus M.E. Jones
801,6.2,4.1,5.4,1.4,Pseudoleskeella Kindb.
802,6.0,2.1,5.0,0.8,Berberis wilcoxii Kearney
803,6.4,3.1,3.3,0.2,Erigeron algidus Jeps.
804,6.2,2.2,3.5,2.5,Bellemerea cinereorufescens (Ach.) Clauzade & Roux
805,4.4,2.7,1.2,0.7,Spathoglottis Blume
806,4.3,3.5,1.3,2.4,Arachis glabrata Benth.
807,4.9,3.8,6.2,1.9,Symphyotrichum ×woldenii (Rydb.) G.L. Nesom
808,6.8,4.2,6.3,0.1,Parishella californica A. Gray
809,7.3,4.2,6.3,1.0,Xylorhiza tortifolia (Torr. & A. Gray) Greene
810,7.8,4.4,3.4,2.3,Murdannia spirata (L.) Bruckner
811,5.5,2.6,6.0,0.4,Nama demissum A. Gray var. covillei Brand
812,5.8,3.8,1.1,2.2,Kokia cookei O. Deg.
813,5.5,2.7,3.9,0.6,Acacia seyal Delile
814,5.1,3.7,2.6,1.7,Trifolium stoloniferum Muhl. ex Eaton
815,7.1,3.9,3.6,1.0,Populus ×heimburgeri B. Boivin
816,5.4,2.7,4.2,0.8,Grimmia mollis Bruch & Schimp.
817,4.2,3.2,4.3,0.5,Oxalis debilis Kunth var. corymbosa (DC.) Lourteig
818,6.7,3.2,3.3,0.5,Hymenophyllum lanceolatum Hook. & Arn.
819,4.6,3.4,3.7,2.3,Langloisia setosissima (Torr. & A. Gray ex Torr.) Greene
820,4.5,2.3,6.5,2.0,Oncophorus wahlenbergii Brid.
821,7.8,4.1,2.3,2.3,Scoparia montevidensis (Spreng.) R.E. Fries
822,7.4,3.2,3.9,0.5,Scutellaria ovata Hill ssp. rugosa (Alph. Wood) Epling
823,6.6,3.1,3.1,1.8,Rubus inclinis L.H. Bailey
824,4.9,3.6,3.9,2.2,Gracilariopsis chorda (Holmes) Ohmi
825,6.4,3.1,1.5,1.9,Scleria lithosperma (L.) Sw.
826,4.8,2.3,3.0,2.2,Senecio erucifolius L.
827,5.3,4.2,2.1,1.1,Buchnera longifolia Kunth
828,7.2,4.2,2.9,1.3,Campanula angustiflora Eastw.
829,4.0,2.2,3.1,1.9,Prunella vulgaris L.
830,7.4,2.0,6.5,2.0,Rhynchospora decurrens Chapm.
831,7.5,3.7,1.5,2.2,Geranium yeoi Aedo & Muñoz Garm.
832,5.8,2.5,3.9,2.1,Sporobolus diandrus (Retz.) P. Beauv.
833,4.9,3.2,5.8,0.4,Thelypteris reptans (J.F. Gmel.) Morton var. tenera (Fée) Proctor
834,7.8,2.4,2.8,0.6,Gilia capitata Sims ssp. pedemontana V.E. Grant
835,5.1,2.7,4.0,1.0,Limnanthes pumila Howell ssp. pumila
836,4.5,2.3,4.5,0.1,Chaerophyllum temulum L.
837,6.0,2.0,2.9,2.4,Caulostramina jaegeri (Rollins) Rollins
838,5.5,4.0,4.0,1.0,Lecidea polycocca Sommerf.
839,6.8,2.2,3.8,0.3,Lygodesmia juncea (Pursh) D. Don ex Hook.
840,5.1,2.3,1.8,1.4,Homomallium adnatum (Hedw.) Broth.
841,7.9,4.3,5.3,1.7,Chrysopsis gossypina (Michx.) Elliott
842,7.1,3.0,3.4,0.1,Lepanthes selenitepala Rchb. f.
843,7.5,2.0,2.1,1.9,Lonicera subspicata Hook. & Arn. var. subspicata
844,4.5,2.1,1.4,0.1,Comarostaphylis diversifolia (Parry) Greene ssp. diversifolia
845,6.3,3.3,2.0,0.9,Luzula glabrata (Hoppe ex Rostk.) Desv.
846,4.2,2.1,4.6,2.1,Astragalus musiniensis M.E. Jones
847,7.7,4.2,6.6,1.9,Rosa ×borboniana N.H.F. Desp. (pro sp.)
848,4.9,4.4,4.1,2.1,Lecidea intropallida Fink
849,4.0,2.6,2.2,0.8,Lupinus excubitus M.E. Jones var. hallii (Abrams) C.P. Sm.
850,6.7,4.4,5.4,0.8,Schoenocrambe linearifolia (A. Gray) Rollins
851,6.2,2.6,1.2,1.3,Choisya Kunth
852,7.7,2.4,6.4,2.0,Gutierrezia sarothrae (Pursh) Britton & Rusby
853,5.2,2.2,3.2,0.1,Dichaea Lindl.
854,5.3,3.2,6.5,1.0,Campsis Lour.
855,4.5,2.1,4.6,0.8,Penstemon leonardii Rydb.
856,7.3,2.9,3.3,0.8,Dennstaedtia bipinnata (Cav.) Maxon
857,7.0,2.3,5.1,0.2,Rytidosperma caespitosum (Gaudich.) Connor & Edgar
858,5.2,4.4,5.3,0.7,Myroxylon balsamum (L.) Harms
859,7.1,2.3,4.4,0.2,Lupinus polyphyllus Lindl. ssp. polyphyllus var. pallidipes (A. Heller) C.P. Sm.
860,4.9,2.0,4.2,2.1,Ericameria linearifolia (DC.) Urbatsch & Wussow
861,6.2,4.4,1.1,0.2,Penstemon watsonii A. Gray
862,7.1,3.4,6.2,1.7,Hypericum punctatum Lam.
863,6.4,3.8,5.8,2.1,Chrysopsis gossypina (Michx.) Elliott ssp. cruiseana (Dress) Semple
864,6.1,3.3,2.2,1.5,Packera castoreus (S.L. Welsh) Kartesz
865,4.7,2.7,3.8,1.2,Cyrtandra laxiflora H. Mann
866,4.7,4.0,3.8,1.4,Lotus scoparius (Nutt.) Ottley var. scoparius
867,5.7,4.2,6.0,2.4,Lysimachia remyi Hillebr. ssp. subherbacea (Hillebr.) K.L. Marr
868,7.0,3.1,6.6,2.2,Eryngium lemmonii J.M. Coult. & Rose
869,4.1,4.0,4.5,1.4,Eremochloa Büse
870,6.7,3.2,1.6,2.1,Flemingia Roxb. ex W.T. Aiton
871,6.0,4.2,5.0,1.4,Astragalus racemosus Pursh var. longisetus M.E. Jones
872,5.1,3.6,4.0,2.1,Daucosma laciniata Engelm. & A. Gray
873,5.6,3.4,1.2,2.0,Argythamnia stahlii Urb.
874,7.1,3.2,2.0,2.1,Larix laricina (Du Roi) K. Koch
875,6.0,2.1,5.5,2.1,Draba alpina L.
876,6.8,2.7,4.6,1.4,Giliastrum ludens (Shinners) J.M. Porter
877,4.1,4.4,1.1,1.9,Trifolium purpureum Loisel
878,4.7,3.6,3.8,0.9,Quercus marilandica Münchh.
879,6.4,2.3,5.8,1.7,Draba corrugata S. Watson var. corrugata
880,7.0,3.1,4.0,1.2,Thelotrema subtile Tuck.
881,5.0,4.0,5.3,2.4,Citrus ×paradisi Macfad. (pro sp.)
882,4.8,2.9,5.7,0.8,Eleocharis cancellata S. Watson
883,5.8,3.3,5.4,2.3,Lasiacis (Griseb.) Hitchc.
884,4.9,2.5,3.6,1.2,Croptilon rigidifolium (E.B. Sm.) E.B. Sm.
885,7.8,2.8,4.3,1.1,Heliotropium fruticosum L.
886,5.6,3.3,4.4,1.4,Gaylussacia baccata (Wangenh.) K. Koch
887,7.6,2.1,5.7,0.1,Everniastrum Hale ex Sipman
888,7.4,4.4,5.2,0.9,Abutilon grandifolium (Willd.) Sweet
889,4.6,3.0,2.9,2.0,Lomatium bradshawii (Rose ex Mathias) Mathias & Constance
890,7.9,3.6,2.3,1.3,Buddleja officinalis Maxim.
891,7.5,3.9,1.1,0.6,Myrcia paganii Krug & Urb.
892,4.8,4.0,3.2,0.7,Lecanora tristiuscula H. Magn.
893,6.0,2.7,4.8,1.7,Umbilicaria nylanderiana (Zahlbr.) H. Magn.
894,7.1,2.2,2.9,1.0,Crataegus uniflora Münchh.
895,7.0,2.6,6.6,1.6,Laurera megasperma (Mont.) Riddle
896,4.1,4.0,4.7,0.8,Carex concinna R. Br.
897,7.7,2.7,6.5,2.1,Lecidea plana (J. Lahm) Nyl.
898,6.8,2.7,5.0,2.4,Myosoton aquaticum (L.) Moench
899,4.8,2.4,5.4,1.8,Aralia racemosa L. ssp. racemosa
900,4.6,3.0,2.6,2.0,Deinandra mohavensis (D.D. Keck) B.G. Baldw.
901,5.6,2.9,1.5,1.3,Keckiella breviflora (Lindl.) Straw ssp. breviflora
902,5.1,2.2,3.2,1.9,Sida fallax Walp.
903,5.6,4.2,2.3,1.6,Stachys chamissonis Benth. var. chamissonis
904,6.1,3.3,3.7,1.2,Atriplex elegans (Moq.) D. Dietr.
905,7.0,2.0,6.5,1.5,Philodendron giganteum Schott
906,5.2,3.8,2.6,0.2,Gossypium hirsutum L. var. hirsutum
907,6.7,3.5,2.8,1.0,Campylium stellatum (Hedw.) C.E.O. Jensen
908,5.2,4.3,6.0,1.3,Vulpia unilateralis (L.) Stace
909,4.5,2.2,2.9,1.9,Sophora tomentosa L.
910,6.4,2.0,2.9,1.2,Polygala appendiculata Vell.
911,5.6,3.4,2.6,2.2,Trifolium monanthum A. Gray ssp. tenerum (Eastw.) J.M. Gillett
912,7.7,3.3,6.5,0.7,Gilia clokeyi H. Mason
913,5.7,3.0,6.0,2.3,Cordylanthus rigidus (Benth.) Jeps.
914,4.3,3.6,3.1,1.4,Lavatera cretica L.
915,6.3,4.2,6.0,1.4,Cucumeropsis Naudin
916,4.5,3.6,5.6,2.0,×Elyleymus colvillensis (Lepage) Barkworth
917,6.3,2.6,2.5,0.7,Gaura neomexicana Wooton ssp. neomexicana
918,5.7,3.9,6.0,1.8,Spiranthes porrifolia Lindl.
919,7.4,3.0,5.9,1.0,Pyxidanthera Michx.
920,4.1,3.6,6.6,0.3,Cyperus polystachyos Rottb.
921,4.2,3.2,3.7,0.6,Myrosma L. f.
922,4.8,3.9,3.9,0.4,Cinna bolanderi Scribn.
923,6.0,2.7,6.0,1.5,Eupatorium semiserratum DC.
924,5.4,2.0,2.5,1.2,Arabis alpina L.
925,7.6,2.3,4.1,0.8,Geum ×catlingii J.-P. Bernard & R. Gauthier
926,4.9,3.1,1.3,2.4,Ramonia malmei Vezda
927,4.8,2.4,5.8,0.8,Entada abyssinica Steud. ex A. Rich.
928,7.8,4.0,6.9,0.7,Hazardia whitneyi (A. Gray) Greene
929,5.8,2.3,2.2,2.0,Peccania texana (Tuck.) Wetmore
930,4.7,3.9,1.7,1.7,Diodia virginiana L.
931,6.9,3.1,3.0,1.7,Astragalus calycosus Torr. ex S. Watson var. monophyllidius (Rydb.) Barneby
932,4.7,3.3,1.6,1.1,Loeselia L.
933,7.2,2.3,2.7,0.8,Malaxis soulei L.O. Williams
934,7.7,3.1,1.1,1.4,Pennisetum pedicellatum Trin.
935,4.8,2.3,5.3,0.4,Antennaria howellii Greene ssp. neodioica (Greene) Bayer
936,7.6,2.8,1.8,1.5,Galactia canescens Benth.
937,6.4,3.2,6.9,0.4,Anemone hupehensis (hort. ex Lem.) Lem. ex Boynton
938,5.1,2.8,5.4,0.9,Taxus cuspidata Siebold & Zucc.
939,5.5,2.9,2.5,2.3,Cylindropuntia acanthocarpa (Engelm. & J.M. Bigelow) F.M. Knuth
940,5.3,4.0,3.8,1.4,Wikstroemia bicornuta Hillebr.
941,6.6,2.3,1.3,0.1,Penstemon heterodoxus A. Gray var. heterodoxus
942,6.8,3.4,5.1,0.3,Atrichum haussknechtii Jur. & Milde
943,4.2,4.2,5.4,0.3,Chenopodium album L. var. missouriense (Aellen) I.J. Bassett & C.W. Crompton
944,7.5,2.9,6.3,0.2,Lupinus horizontalis A. Heller var. horizontalis
945,7.7,3.3,3.9,2.4,Rhynchospora uniflora Boeckeler
946,5.7,2.4,1.9,0.1,Cutandia Willk.
947,7.5,3.0,2.5,1.8,Santalum paniculatum Hook. & Arn. var. paniculatum
948,4.4,4.0,4.3,0.1,Philonotis fontana (Hedw.) Brid. var. pumila (Turner) Brid.
949,5.0,2.2,2.3,0.7,Ericameria compacta (H.M. Hall) G.L. Nesom
950,5.5,2.1,6.9,0.7,Fabronia ciliaris (Brid.) Brid. var. wrightii (Sull.) W.R. Buck
951,6.2,2.8,6.9,0.4,Ipomopsis globularis (Brand) W.A. Weber
952,7.4,3.0,2.8,1.2,Oxytropis lagopus Nutt. var. lagopus
953,6.8,3.0,6.9,1.3,Synthlipsis greggii A. Gray
954,5.9,4.0,1.3,2.2,Bacidia arceutina (Ach.) Arnold
955,5.4,2.0,2.6,0.8,Cryptantha hispidula Greene ex Brand
956,5.9,2.5,2.5,0.9,Sesuvium trianthemoides Correll
957,7.7,2.7,4.2,0.3,Gentianopsis detonsa (Rottb.) Ma ssp. nesophila (T. Holm) J.S. Pringle
958,6.9,2.6,4.9,1.1,Succisa Haller
959,7.2,3.4,2.3,1.0,Oonopsis foliosa (A. Gray) Greene var. foliosa
960,6.4,2.1,4.1,1.7,Ranunculus laxicaulis (Torr. & A. Gray) Darby
961,7.2,4.4,4.3,0.1,Astragalus gilviflorus Sheldon var. gilviflorus
962,7.9,2.2,3.8,0.6,Calochortus concolor (Baker) Purdy
963,4.9,2.2,2.7,2.3,Dodecatheon meadia L. ssp. brachycarpum (Small) R. Knuth
964,7.1,2.5,3.5,2.3,Mentzelia involucrata S. Watson
965,6.7,3.2,4.2,1.2,Euphorbia helleri Millsp.
966,6.2,2.7,4.7,2.0,Carex pigra Naczi
967,5.9,4.2,5.3,0.8,Delissea lanaiensis (Rock) Lammers
968,6.9,4.1,3.8,2.2,Bartramidula Bruch & Schimp.
969,5.9,3.3,4.0,1.5,Carex prairea Dewey ex Alph. Wood
970,5.2,4.1,5.2,0.5,Diplazium lonchophyllum Kunze
971,7.4,2.7,3.9,1.5,Clermontia clermontioides (Gaudich.) A. Heller ssp. clermontioides
972,5.0,2.8,2.2,2.4,Hexastylis minor (Ashe) Blomquist
973,4.7,3.5,2.2,2.1,Calystegia occidentalis (A. Gray) Brummitt ssp. fulcrata (A. Gray) Brummitt
974,4.7,3.7,2.6,0.1,"Lycopodiella subappressa J.G. Bruce, W.H. Wagner & Beitel"
975,6.7,3.7,5.4,0.3,Merismatium decolorans (Rehm ex Arnold) Triebel
976,6.1,3.9,5.0,1.0,Poitea Vent.
977,5.2,2.1,4.1,2.4,Andropogon gracilis Spreng.
978,5.4,3.9,4.5,1.8,Pterygoneurum subsessile (Brid.) Jur.
979,7.2,3.4,4.9,0.5,Micarea incrassata Hedl.
980,5.2,4.4,5.7,1.3,Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy
981,6.7,3.1,2.4,1.8,Pyracantha crenulata (D. Don) Roem.
982,5.4,2.1,5.9,0.4,Ligustrum L.
983,6.5,2.5,4.3,1.9,Passiflora foetida L. var. gossypiifolia (Desv. ex Ham.) Masters
984,7.6,2.9,5.5,1.3,Harmonia guggolziorum B.G. Baldw.
985,6.3,3.8,1.8,0.7,Trifolium haussknechtii Boiss.
986,7.0,2.3,3.1,0.5,Bartramia microstoma Mitt.
987,4.1,3.1,2.2,0.3,Epiphyllum Haw.
988,6.4,2.5,5.4,2.1,Dennstaedtia globulifera (Poir.) Hieron.
989,5.8,3.4,5.8,1.1,Acer rubrum L. var. drummondii (Hook. & Arn. ex Nutt.) Sarg.
990,6.6,2.7,4.9,2.4,Funaria microstoma Bruch ex Schimp.
991,5.0,2.7,3.0,1.7,Ochna L.
992,4.9,2.9,6.8,1.8,Cryptothele Th. Fr.
993,6.5,2.4,1.5,1.5,Cryptantha costata Brandegee
994,7.6,3.2,2.9,1.0,Packera quaerens (Greene) W.A. Weber & Á. Löve
995,6.9,2.6,5.2,1.1,Phlox mollis Wherry
996,7.7,3.9,2.3,1.2,Spartina densiflora Brongn.
997,6.9,3.0,5.4,2.4,Lupinus odoratus A. Heller
998,7.0,3.2,5.0,0.1,Iris chrysophylla Howell
999,4.7,2.0,2.4,1.6,Helianthus occidentalis Riddell ssp. occidentalis
1000,5.2,4.0,3.5,0.3,Woodwardia radicans (L.) J. Sm.
